result,table,_start,_stop,_time,_measurement,location,session_id,flow_rate,pressure,pump_rpm,pump_state,setpoint,temperature
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:15.024160+00:00,process_state,pump_station_01,171cd3d1,11.9,131.0,1200.0,running,200.0,25.0
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:15.537703+00:00,process_state,pump_station_01,171cd3d1,11.9,131.0,1200.0,running,200.0,25.0
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:16.055263+00:00,process_state,pump_station_01,171cd3d1,12.0,131.0,1200.0,running,200.0,25.0
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:16.572588+00:00,process_state,pump_station_01,171cd3d1,11.9,131.0,1200.0,running,200.0,25.0
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:17.089008+00:00,process_state,pump_station_01,171cd3d1,12.0,131.0,1200.0,running,200.0,25.0
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:17.603755+00:00,process_state,pump_station_01,171cd3d1,12.0,131.0,1200.0,running,200.0,25.0
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:18.117831+00:00,process_state,pump_station_01,171cd3d1,12.0,131.0,1200.0,running,200.0,25.0
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:18.633411+00:00,process_state,pump_station_01,171cd3d1,12.0,131.0,1200.0,running,200.0,25.0
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:19.148868+00:00,process_state,pump_station_01,171cd3d1,12.0,131.0,1200.0,running,200.0,25.0
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:19.663682+00:00,process_state,pump_station_01,171cd3d1,11.9,131.0,1200.0,running,200.0,25.0
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:20.179704+00:00,process_state,pump_station_01,171cd3d1,11.9,131.0,1200.0,running,200.0,25.0
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:20.695594+00:00,process_state,pump_station_01,171cd3d1,11.9,131.0,1200.0,running,200.0,25.0
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:21.211135+00:00,process_state,pump_station_01,171cd3d1,11.9,131.0,1200.0,running,200.0,25.0
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:21.725942+00:00,process_state,pump_station_01,171cd3d1,11.9,131.0,1200.0,running,200.0,25.0
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:22.239700+00:00,process_state,pump_station_01,171cd3d1,11.9,131.0,1200.0,running,200.0,25.0
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:22.755226+00:00,process_state,pump_station_01,171cd3d1,11.9,131.0,1200.0,running,200.0,25.0
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:23.269372+00:00,process_state,pump_station_01,171cd3d1,11.9,131.0,1200.0,running,200.0,25.0
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:23.786812+00:00,process_state,pump_station_01,171cd3d1,11.9,131.0,1200.0,running,200.0,25.0
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:24.303695+00:00,process_state,pump_station_01,171cd3d1,12.0,131.0,1200.0,running,200.0,25.0
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:24.820983+00:00,process_state,pump_station_01,171cd3d1,12.0,131.0,1200.0,running,200.0,25.0
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:25.335694+00:00,process_state,pump_station_01,171cd3d1,12.0,131.0,1200.0,running,200.0,25.0
_result,0,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:25:25.851618+00:00,process_state,pump_station_01,171cd3d1,12.0,132.0,1200.0,running,200.0,25.0
